Generert fra Tidsserie;;
;;
;;
;;
;;
;;
;;
;"/ORMSETFOSS/Va
nnstand/MOH/TS
LU/OBS/OPER/T/BUAVATNET_TY1000_BE0102_A
[Meter]";"/ORMSETFOSS/Va
nnstand/MOH/TS
LU/OBS/OPER/T/ORMSETVATN_TY1000_BE0102_A
[Meter]"
01/12/2011 17;328.93;387.26
01/12/2011 18;328.96;387.26
01/12/2011 19;328.98;387.26
01/12/2011 20;329.00;387.26
01/12/2011 21;329.03;387.26
01/12/2011 22;329.05;387.26
01/12/2011 23;329.09;387.26
01/12/2011 24;329.11;387.26
02/12/2011 01;329.11;387.26
02/12/2011 02;329.16;387.26
02/12/2011 03;329.18;387.26
02/12/2011 04;329.21;387.29
02/12/2011 05;329.24;387.29
02/12/2011 06;329.26;387.31
02/12/2011 07;329.28;387.29
02/12/2011 08;329.30;387.31
02/12/2011 09;329.32;387.31
02/12/2011 10;329.35;387.29
02/12/2011 11;329.36;387.29
02/12/2011 12;329.39;387.26
02/12/2011 13;329.41;387.26
02/12/2011 14;329.43;387.26
02/12/2011 15;329.43;387.23
02/12/2011 16;329.46;387.23
02/12/2011 17;329.48;387.23
02/12/2011 18;329.50;387.21
02/12/2011 19;329.50;387.21
02/12/2011 20;329.53;387.21
02/12/2011 21;329.55;387.21
02/12/2011 22;329.57;387.21
02/12/2011 23;329.58;387.21
02/12/2011 24;329.60;387.21
03/12/2011 01;329.61;387.23
03/12/2011 02;329.63;387.23
03/12/2011 03;329.63;387.23
03/12/2011 04;329.57;387.26
03/12/2011 05;329.49;387.23
03/12/2011 06;329.44;387.25
03/12/2011 07;329.44;387.25
03/12/2011 08;329.44;387.25
03/12/2011 09;329.47;387.25
03/12/2011 10;329.48;387.25
03/12/2011 11;329.48;387.25
03/12/2011 12;329.50;387.25
03/12/2011 13;329.52;387.25
03/12/2011 14;329.52;387.25
03/12/2011 15;329.55;387.25
03/12/2011 16;329.56;387.25
03/12/2011 17;329.56;387.25
03/12/2011 18;329.58;387.25
03/12/2011 19;329.60;387.25
03/12/2011 20;329.61;387.25
03/12/2011 21;329.61;387.25
03/12/2011 22;329.63;387.25
03/12/2011 23;329.65;387.25
03/12/2011 24;329.65;387.25
04/12/2011 01;329.65;387.25
04/12/2011 02;329.68;387.25
04/12/2011 03;329.69;387.25
04/12/2011 04;329.70;387.25
04/12/2011 05;329.70;387.25
04/12/2011 06;329.72;387.25
04/12/2011 07;329.72;387.25
04/12/2011 08;329.74;387.25
04/12/2011 09;329.74;387.25
04/12/2011 10;329.76;387.25
04/12/2011 11;329.76;387.27
04/12/2011 12;329.78;387.27
04/12/2011 13;329.81;387.27
04/12/2011 14;329.81;387.27
04/12/2011 15;329.81;387.27
04/12/2011 16;329.83;387.27
04/12/2011 17;329.83;387.27
04/12/2011 18;329.85;387.27
04/12/2011 19;329.84;387.27
04/12/2011 20;329.86;387.27
04/12/2011 21;329.87;387.27
04/12/2011 22;329.87;387.27
04/12/2011 23;329.90;387.31
04/12/2011 24;329.90;387.29
05/12/2011 01;329.90;387.29
05/12/2011 02;329.92;387.29
05/12/2011 03;329.92;387.29
05/12/2011 04;329.94;387.29
05/12/2011 05;329.92;387.31
05/12/2011 06;329.88;387.31
05/12/2011 07;329.88;387.31
05/12/2011 08;329.87;387.31
05/12/2011 09;329.88;387.31
05/12/2011 10;329.89;387.31
05/12/2011 11;329.90;387.31
05/12/2011 12;329.92;387.31
05/12/2011 13;329.92;387.31
05/12/2011 14;329.93;387.31
05/12/2011 15;329.94;387.31
05/12/2011 16;329.96;387.33
05/12/2011 17;329.94;387.31
05/12/2011 18;329.92;387.33
05/12/2011 19;329.87;387.35
05/12/2011 20;329.85;387.35
05/12/2011 21;329.82;387.31
05/12/2011 22;329.80;387.31
05/12/2011 23;329.81;387.29
05/12/2011 24;329.81;387.31
06/12/2011 01;329.81;387.31
06/12/2011 02;329.84;387.29
06/12/2011 03;329.84;387.29
06/12/2011 04;329.85;387.29
06/12/2011 05;329.85;387.26
06/12/2011 06;329.87;387.26
06/12/2011 07;329.87;387.26
06/12/2011 08;329.89;387.26
06/12/2011 09;329.89;387.26
06/12/2011 10;329.90;387.26
06/12/2011 11;329.90;387.26
06/12/2011 12;329.92;387.26
06/12/2011 13;329.92;387.26
06/12/2011 14;329.92;387.26
06/12/2011 15;329.94;387.26
06/12/2011 16;329.94;387.26
06/12/2011 17;329.96;387.26
06/12/2011 18;329.96;387.26
06/12/2011 19;329.98;387.26
06/12/2011 20;329.99;387.26
06/12/2011 21;329.98;387.26
06/12/2011 22;329.95;387.26
06/12/2011 23;329.92;387.26
06/12/2011 24;329.89;387.26
07/12/2011 01;329.86;387.26
07/12/2011 02;329.83;387.26
07/12/2011 03;329.80;387.26
07/12/2011 04;329.80;387.26
07/12/2011 05;329.81;387.26
07/12/2011 06;329.81;387.26
07/12/2011 07;329.83;387.26
07/12/2011 08;329.83;387.26
07/12/2011 09;329.85;387.23
07/12/2011 10;329.85;387.23
07/12/2011 11;329.85;387.23
07/12/2011 12;329.87;387.23
07/12/2011 13;329.87;387.23
07/12/2011 14;329.89;387.21
07/12/2011 15;329.89;387.18
07/12/2011 16;329.90;387.18
07/12/2011 17;329.90;387.18
07/12/2011 18;329.92;387.18
07/12/2011 19;329.92;387.18
07/12/2011 20;329.92;387.16
07/12/2011 21;329.94;387.16
07/12/2011 22;329.94;387.14
07/12/2011 23;329.94;387.14
07/12/2011 24;329.96;387.14
08/12/2011 01;329.96;387.11
08/12/2011 02;329.96;387.11
08/12/2011 03;329.95;387.11
08/12/2011 04;329.91;387.11
08/12/2011 05;329.92;387.09
08/12/2011 06;329.92;387.09
08/12/2011 07;329.92;387.09
08/12/2011 08;329.94;387.06
08/12/2011 09;329.94;387.06
08/12/2011 10;329.94;387.06
08/12/2011 11;329.96;387.04
08/12/2011 12;329.96;387.03
08/12/2011 13;329.94;387.01
08/12/2011 14;329.91;387.01
08/12/2011 15;329.88;387.01
08/12/2011 16;329.89;387.01
08/12/2011 17;329.89;386.99
08/12/2011 18;329.90;386.99
08/12/2011 19;329.90;386.99
08/12/2011 20;329.90;386.97
08/12/2011 21;329.92;386.97
08/12/2011 22;329.92;386.97
08/12/2011 23;329.92;386.95
08/12/2011 24;329.92;386.95
09/12/2011 01;329.94;386.95
09/12/2011 02;329.94;386.95
09/12/2011 03;329.94;386.95
09/12/2011 04;329.86;386.95
09/12/2011 05;329.74;386.95
09/12/2011 06;329.71;386.95
09/12/2011 07;329.72;386.95
09/12/2011 08;329.72;386.95
09/12/2011 09;329.72;386.95
09/12/2011 10;329.73;386.95
09/12/2011 11;329.74;386.95
09/12/2011 12;329.74;386.95
09/12/2011 13;329.74;386.95
09/12/2011 14;329.76;386.95
09/12/2011 15;329.76;386.95
09/12/2011 16;329.76;386.95
09/12/2011 17;329.76;386.95
09/12/2011 18;329.78;386.95
09/12/2011 19;329.79;386.95
09/12/2011 20;329.79;386.95
09/12/2011 21;329.79;386.95
09/12/2011 22;329.79;386.95
09/12/2011 23;329.79;386.95
09/12/2011 24;329.81;386.95
10/12/2011 01;329.81;386.95
10/12/2011 02;329.81;386.95
10/12/2011 03;329.81;386.95
10/12/2011 04;329.83;386.95
10/12/2011 05;329.83;386.95
10/12/2011 06;329.83;386.95
10/12/2011 07;329.85;386.95
10/12/2011 08;329.85;386.95
10/12/2011 09;329.85;386.92
10/12/2011 10;329.85;386.92
10/12/2011 11;329.87;386.92
10/12/2011 12;329.87;386.89
10/12/2011 13;329.87;386.89
10/12/2011 14;329.87;386.87
10/12/2011 15;329.89;386.87
10/12/2011 16;329.89;386.85
10/12/2011 17;329.90;386.85
10/12/2011 18;329.90;386.85
10/12/2011 19;329.90;386.82
10/12/2011 20;329.90;386.82
10/12/2011 21;329.92;386.80
10/12/2011 22;329.92;386.80
10/12/2011 23;329.92;386.78
10/12/2011 24;329.92;386.78
11/12/2011 01;329.94;386.78
11/12/2011 02;329.94;386.76
11/12/2011 03;329.92;386.76
11/12/2011 04;329.81;386.76
11/12/2011 05;329.70;386.76
11/12/2011 06;329.67;386.76
11/12/2011 07;329.67;386.74
11/12/2011 08;329.69;386.74
11/12/2011 09;329.69;386.70
11/12/2011 10;329.70;386.70
11/12/2011 11;329.70;386.70
11/12/2011 12;329.70;386.70
11/12/2011 13;329.70;386.67
11/12/2011 14;329.70;386.67
11/12/2011 15;329.72;386.67
11/12/2011 16;329.72;386.65
11/12/2011 17;329.72;386.65
11/12/2011 18;329.72;386.63
11/12/2011 19;329.74;386.63
11/12/2011 20;329.74;386.63
11/12/2011 21;329.74;386.60
11/12/2011 22;329.74;386.60
11/12/2011 23;329.76;386.58
11/12/2011 24;329.76;386.58
12/12/2011 01;329.76;386.58
12/12/2011 02;329.76;386.58
12/12/2011 03;329.75;386.58
12/12/2011 04;329.71;386.58
12/12/2011 05;329.68;386.58
12/12/2011 06;329.65;386.58
12/12/2011 07;329.65;386.58
12/12/2011 08;329.65;386.58
12/12/2011 09;329.67;386.58
12/12/2011 10;329.67;386.58
12/12/2011 11;329.67;386.60
12/12/2011 12;329.67;386.60
12/12/2011 13;329.68;386.60
12/12/2011 14;329.69;386.60
12/12/2011 15;329.69;386.60
12/12/2011 16;329.69;386.60
12/12/2011 17;329.70;386.60
12/12/2011 18;329.70;386.60
12/12/2011 19;329.70;386.60
12/12/2011 20;329.70;386.60
12/12/2011 21;329.70;386.60
12/12/2011 22;329.72;386.60
12/12/2011 23;329.72;386.60
12/12/2011 24;329.72;386.60
13/12/2011 01;329.72;386.60
13/12/2011 02;329.72;386.60
13/12/2011 03;329.74;386.60
13/12/2011 04;329.74;386.60
13/12/2011 05;329.74;386.60
13/12/2011 06;329.74;386.60
13/12/2011 07;329.74;386.60
13/12/2011 08;329.76;386.60
13/12/2011 09;329.76;386.60
13/12/2011 10;329.76;386.60
13/12/2011 11;329.76;386.60
13/12/2011 12;329.76;386.60
13/12/2011 13;329.78;386.60
13/12/2011 14;329.78;386.60
13/12/2011 15;329.78;386.60
13/12/2011 16;329.79;386.60
13/12/2011 17;329.79;386.60
13/12/2011 18;329.79;386.60
13/12/2011 19;329.79;386.60
13/12/2011 20;329.79;386.60
13/12/2011 21;329.79;386.60
13/12/2011 22;329.81;386.60
13/12/2011 23;329.81;386.60
13/12/2011 24;329.81;386.60
14/12/2011 01;329.81;386.60
14/12/2011 02;329.76;386.60
14/12/2011 03;329.68;386.60
14/12/2011 04;329.61;386.63
14/12/2011 05;329.61;386.63
14/12/2011 06;329.61;386.63
14/12/2011 07;329.61;386.63
14/12/2011 08;329.61;386.63
14/12/2011 09;329.63;386.61
14/12/2011 10;329.63;386.61
14/12/2011 11;329.63;386.63
14/12/2011 12;329.63;386.63
14/12/2011 13;329.63;386.63
14/12/2011 14;329.65;386.63
14/12/2011 15;329.65;386.63
14/12/2011 16;329.65;386.63
14/12/2011 17;329.65;386.63
14/12/2011 18;329.65;386.63
14/12/2011 19;329.65;386.63
14/12/2011 20;329.65;386.63
14/12/2011 21;329.67;386.63
14/12/2011 22;329.67;386.63
14/12/2011 23;329.67;386.63
14/12/2011 24;329.67;386.63
15/12/2011 01;329.67;386.63
15/12/2011 02;329.66;386.63
15/12/2011 03;329.62;386.63
15/12/2011 04;329.51;386.63
15/12/2011 05;329.41;386.65
15/12/2011 06;329.41;386.65
15/12/2011 07;329.41;386.65
15/12/2011 08;329.41;386.65
15/12/2011 09;329.41;386.65
15/12/2011 10;329.43;386.65
15/12/2011 11;329.43;386.65
15/12/2011 12;329.43;386.64
15/12/2011 13;329.43;386.64
15/12/2011 14;329.44;386.64
15/12/2011 15;329.44;386.64
15/12/2011 16;329.45;386.64
15/12/2011 17;329.45;386.64
15/12/2011 18;329.45;386.64
15/12/2011 19;329.45;386.64
15/12/2011 20;329.45;386.64
15/12/2011 21;329.45;386.64
15/12/2011 22;329.47;386.64
15/12/2011 23;329.47;386.64
15/12/2011 24;329.47;386.64
16/12/2011 01;329.48;386.64
16/12/2011 02;329.48;386.64
16/12/2011 03;329.48;386.64
16/12/2011 04;329.48;386.64
16/12/2011 05;329.48;386.64
16/12/2011 06;329.48;386.64
16/12/2011 07;329.48;386.64
16/12/2011 08;329.50;386.64
16/12/2011 09;329.50;386.64
16/12/2011 10;329.50;386.63
16/12/2011 11;329.50;386.60
16/12/2011 12;329.50;386.60
16/12/2011 13;329.51;386.58
16/12/2011 14;329.51;386.58
16/12/2011 15;329.52;386.58
16/12/2011 16;329.52;386.58
16/12/2011 17;329.52;386.58
16/12/2011 18;329.52;386.58
16/12/2011 19;329.52;386.58
16/12/2011 20;329.52;386.58
16/12/2011 21;329.52;386.58
16/12/2011 22;329.54;386.58
16/12/2011 23;329.54;386.58
16/12/2011 24;329.54;386.58
17/12/2011 01;329.54;386.58
17/12/2011 02;329.51;386.58
17/12/2011 03;329.43;386.58
17/12/2011 04;329.36;386.58
17/12/2011 05;329.28;386.58
17/12/2011 06;329.20;386.60
17/12/2011 07;329.21;386.60
17/12/2011 08;329.20;386.60
17/12/2011 09;329.21;386.60
17/12/2011 10;329.21;386.60
17/12/2011 11;329.21;386.60
17/12/2011 12;329.21;386.60
17/12/2011 13;329.21;386.60
17/12/2011 14;329.21;386.60
17/12/2011 15;329.23;386.60
17/12/2011 16;329.20;386.60
17/12/2011 17;329.17;386.60
17/12/2011 18;329.12;386.60
17/12/2011 19;329.03;386.60
17/12/2011 20;328.95;386.60
17/12/2011 21;328.87;386.63
17/12/2011 22;328.79;386.63
17/12/2011 23;328.69;386.63
17/12/2011 24;328.69;386.63
18/12/2011 01;328.70;386.63
18/12/2011 02;328.70;386.63
18/12/2011 03;328.59;386.63
18/12/2011 04;328.47;386.63
18/12/2011 05;328.35;386.66
18/12/2011 06;328.23;386.63
18/12/2011 07;328.10;386.63
18/12/2011 08;328.10;386.67
18/12/2011 09;328.10;386.67
18/12/2011 10;328.10;386.67
18/12/2011 11;328.10;386.67
18/12/2011 12;328.10;386.67
18/12/2011 13;328.12;386.67
18/12/2011 14;328.12;386.67
18/12/2011 15;328.12;386.67
18/12/2011 16;328.12;386.67
18/12/2011 17;328.12;386.67
18/12/2011 18;328.12;386.67
18/12/2011 19;328.12;386.67
18/12/2011 20;328.14;386.67
18/12/2011 21;328.14;386.67
18/12/2011 22;328.14;386.67
18/12/2011 23;328.15;386.67
18/12/2011 24;328.15;386.67
19/12/2011 01;328.15;386.67
19/12/2011 02;328.15;386.65
19/12/2011 03;328.15;386.65
19/12/2011 04;328.15;386.65
19/12/2011 05;328.15;386.63
19/12/2011 06;328.17;386.63
19/12/2011 07;328.17;386.60
19/12/2011 08;328.17;386.60
19/12/2011 09;328.17;386.60
19/12/2011 10;328.17;386.60
19/12/2011 11;328.17;386.60
19/12/2011 12;328.17;386.60
19/12/2011 13;328.17;386.60
19/12/2011 14;328.19;386.60
19/12/2011 15;328.19;386.60
19/12/2011 16;328.19;386.60
19/12/2011 17;328.19;386.60
19/12/2011 18;328.19;386.60
19/12/2011 19;328.21;386.60
19/12/2011 20;328.21;386.60
19/12/2011 21;328.21;386.60
19/12/2011 22;328.21;386.60
19/12/2011 23;328.21;386.60
19/12/2011 24;328.21;386.60
20/12/2011 01;328.21;386.60
20/12/2011 02;328.23;386.60
20/12/2011 03;328.23;386.60
20/12/2011 04;328.23;386.60
20/12/2011 05;328.23;386.60
20/12/2011 06;328.23;386.60
20/12/2011 07;328.25;386.60
20/12/2011 08;328.25;386.60
20/12/2011 09;328.25;386.60
20/12/2011 10;328.25;386.60
20/12/2011 11;328.26;386.60
20/12/2011 12;328.26;386.60
20/12/2011 13;328.26;386.58
20/12/2011 14;328.26;386.56
20/12/2011 15;328.26;386.56
20/12/2011 16;328.26;386.56
20/12/2011 17;328.26;386.54
20/12/2011 18;328.26;386.54
20/12/2011 19;328.28;386.54
20/12/2011 20;328.28;386.50
20/12/2011 21;328.28;386.50
20/12/2011 22;328.28;386.50
20/12/2011 23;328.28;386.48
20/12/2011 24;328.28;386.48
21/12/2011 01;328.30;386.46
21/12/2011 02;328.30;386.46
21/12/2011 03;328.30;386.46
21/12/2011 04;328.30;386.44
21/12/2011 05;328.30;386.44
21/12/2011 06;328.30;386.41
21/12/2011 07;328.30;386.41
21/12/2011 08;328.32;386.41
21/12/2011 09;328.32;386.39
21/12/2011 10;328.32;386.39
21/12/2011 11;328.32;386.37
21/12/2011 12;328.32;386.37
21/12/2011 13;328.32;386.37
21/12/2011 14;328.32;386.37
21/12/2011 15;328.34;386.35
21/12/2011 16;328.34;386.35
21/12/2011 17;328.34;386.33
21/12/2011 18;328.34;386.33
21/12/2011 19;328.34;386.30
21/12/2011 20;328.34;386.30
21/12/2011 21;328.34;386.30
21/12/2011 22;328.34;386.28
21/12/2011 23;328.36;386.26
21/12/2011 24;328.36;386.26
22/12/2011 01;328.36;386.26
22/12/2011 02;328.36;386.24
22/12/2011 03;328.37;386.24
22/12/2011 04;328.37;386.22
22/12/2011 05;328.37;386.22
22/12/2011 06;328.37;386.19
22/12/2011 07;328.37;386.19
22/12/2011 08;328.37;386.19
22/12/2011 09;328.37;386.17
22/12/2011 10;328.37;386.17
22/12/2011 11;328.39;386.15
22/12/2011 12;328.39;386.15
22/12/2011 13;328.39;386.13
22/12/2011 14;328.39;386.13
22/12/2011 15;328.39;386.11
22/12/2011 16;328.41;386.11
22/12/2011 17;328.41;386.11
22/12/2011 18;328.41;386.08
22/12/2011 19;328.41;386.08
22/12/2011 20;328.41;386.08
22/12/2011 21;328.41;386.06
22/12/2011 22;328.43;386.06
22/12/2011 23;328.43;386.04
22/12/2011 24;328.43;386.04
23/12/2011 01;328.43;386.04
23/12/2011 02;328.45;386.04
23/12/2011 03;328.45;386.02
23/12/2011 04;328.45;386.02
23/12/2011 05;328.46;386.02
23/12/2011 06;328.46;386.00
23/12/2011 07;328.46;386.00
23/12/2011 08;328.46;386.00
23/12/2011 09;328.48;386.00
23/12/2011 10;328.48;386.00
23/12/2011 11;328.49;386.00
23/12/2011 12;328.49;386.00
23/12/2011 13;328.50;386.00
23/12/2011 14;328.50;386.00
23/12/2011 15;328.50;386.00
23/12/2011 16;328.52;386.00
23/12/2011 17;328.52;386.00
23/12/2011 18;328.52;386.00
23/12/2011 19;328.54;386.00
23/12/2011 20;328.54;386.00
23/12/2011 21;328.54;386.00
23/12/2011 22;328.56;386.00
23/12/2011 23;328.56;386.00
23/12/2011 24;328.57;386.00
24/12/2011 01;328.57;386.00
24/12/2011 02;328.57;385.97
24/12/2011 03;328.59;385.97
24/12/2011 04;328.53;385.97
24/12/2011 05;328.45;385.97
24/12/2011 06;328.37;385.99
24/12/2011 07;328.30;385.99
24/12/2011 08;328.22;385.99
24/12/2011 09;328.17;385.99
24/12/2011 10;328.17;385.99
24/12/2011 11;328.17;385.99
24/12/2011 12;328.19;385.97
24/12/2011 13;328.19;385.94
24/12/2011 14;328.21;385.94
24/12/2011 15;328.21;385.94
24/12/2011 16;328.21;385.94
24/12/2011 17;328.23;385.94
24/12/2011 18;328.23;385.92
24/12/2011 19;328.23;385.92
24/12/2011 20;328.23;385.90
24/12/2011 21;328.25;385.90
24/12/2011 22;328.26;385.90
24/12/2011 23;328.26;385.90
24/12/2011 24;328.26;385.90
25/12/2011 01;328.28;385.90
25/12/2011 02;328.28;385.90
25/12/2011 03;328.20;385.90
25/12/2011 04;328.12;385.92
25/12/2011 05;328.03;385.92
25/12/2011 06;327.95;385.92
25/12/2011 07;327.91;385.92
25/12/2011 08;327.93;385.92
25/12/2011 09;327.93;385.92
25/12/2011 10;327.94;385.92
25/12/2011 11;327.95;385.92
25/12/2011 12;327.95;385.92
25/12/2011 13;327.95;385.92
25/12/2011 14;327.97;385.92
25/12/2011 15;327.97;385.92
25/12/2011 16;327.97;385.92
25/12/2011 17;327.99;385.92
25/12/2011 18;327.99;385.92
25/12/2011 19;328.01;385.92
25/12/2011 20;328.01;385.92
25/12/2011 21;328.01;385.95
25/12/2011 22;328.03;385.95
25/12/2011 23;328.03;385.95
25/12/2011 24;328.07;385.95
26/12/2011 01;328.04;385.98
26/12/2011 02;327.94;385.98
26/12/2011 03;327.85;386.01
26/12/2011 04;327.78;386.01
26/12/2011 05;327.70;386.01
26/12/2011 06;327.78;386.03
26/12/2011 07;327.82;386.03
26/12/2011 08;327.88;386.03
26/12/2011 09;327.94;386.03
26/12/2011 10;328.00;386.03
26/12/2011 11;328.05;386.03
26/12/2011 12;328.11;386.03
26/12/2011 13;328.16;386.03
26/12/2011 14;328.21;386.03
26/12/2011 15;328.26;386.06
26/12/2011 16;328.31;386.06
26/12/2011 17;328.35;386.06
26/12/2011 18;328.41;386.06
26/12/2011 19;328.45;386.06
26/12/2011 20;328.51;386.08
26/12/2011 21;328.55;386.08
26/12/2011 22;328.61;386.08
26/12/2011 23;328.67;386.08
26/12/2011 24;328.78;386.08
27/12/2011 01;328.88;386.11
27/12/2011 02;328.96;386.13
27/12/2011 03;328.93;386.13
27/12/2011 04;328.91;386.17
27/12/2011 05;328.91;386.17
27/12/2011 06;328.91;386.17
27/12/2011 07;328.91;386.17
27/12/2011 08;328.91;386.17
27/12/2011 09;329.00;386.17
27/12/2011 10;329.00;386.17
27/12/2011 11;329.00;386.17
27/12/2011 12;329.10;386.25
27/12/2011 13;329.10;386.25
27/12/2011 14;329.10;386.25
27/12/2011 15;329.10;386.25
27/12/2011 16;329.20;386.25
27/12/2011 17;329.20;386.25
27/12/2011 18;329.20;386.25
27/12/2011 19;329.20;386.25
27/12/2011 20;329.30;386.25
27/12/2011 21;329.30;386.25
27/12/2011 22;329.33;386.25
27/12/2011 23;329.40;386.25
27/12/2011 24;329.48;386.30
28/12/2011 01;329.50;386.30
28/12/2011 02;329.46;386.30
28/12/2011 03;329.42;386.30
28/12/2011 04;329.38;386.33
28/12/2011 05;329.34;386.33
28/12/2011 06;329.30;386.33
28/12/2011 07;329.26;386.33
28/12/2011 08;329.26;386.33
28/12/2011 09;329.29;386.33
28/12/2011 10;329.33;386.33
28/12/2011 11;329.36;386.33
28/12/2011 12;329.40;386.33
28/12/2011 13;329.43;386.33
28/12/2011 14;329.47;386.33
28/12/2011 15;329.50;386.35
28/12/2011 16;329.53;386.35
28/12/2011 17;329.56;386.35
28/12/2011 18;329.59;386.35
28/12/2011 19;329.62;386.35
28/12/2011 20;329.65;386.35
28/12/2011 21;329.67;386.35
28/12/2011 22;329.70;386.35
28/12/2011 23;329.72;386.35
28/12/2011 24;329.75;386.35
29/12/2011 01;329.77;386.35
29/12/2011 02;329.74;386.38
29/12/2011 03;329.68;386.38
29/12/2011 04;329.63;386.38
29/12/2011 05;329.56;386.40
29/12/2011 06;329.50;386.40
29/12/2011 07;329.49;386.40
29/12/2011 08;329.51;386.40
29/12/2011 09;329.53;386.40
29/12/2011 10;329.55;386.40
29/12/2011 11;329.57;386.40
29/12/2011 12;329.59;386.40
29/12/2011 13;329.61;386.42
29/12/2011 14;329.63;386.42
29/12/2011 15;329.65;386.42
29/12/2011 16;329.67;386.42
29/12/2011 17;329.67;386.42
29/12/2011 18;329.70;386.42
29/12/2011 19;329.72;386.42
29/12/2011 20;329.74;386.42
29/12/2011 21;329.74;386.42
29/12/2011 22;329.77;386.42
29/12/2011 23;329.79;386.42
29/12/2011 24;329.79;386.42
30/12/2011 01;329.81;386.42
30/12/2011 02;329.81;386.42
30/12/2011 03;329.79;386.42
30/12/2011 04;329.72;386.44
30/12/2011 05;329.65;386.44
30/12/2011 06;329.59;386.44
30/12/2011 07;329.58;386.44
30/12/2011 08;329.59;386.46
30/12/2011 09;329.59;386.46
30/12/2011 10;329.62;386.46
30/12/2011 11;329.63;386.46
30/12/2011 12;329.65;386.46
30/12/2011 13;329.65;386.46
30/12/2011 14;329.67;386.46
30/12/2011 15;329.67;386.46
30/12/2011 16;329.69;386.46
30/12/2011 17;329.70;386.46
30/12/2011 18;329.70;386.46
30/12/2011 19;329.73;386.46
30/12/2011 20;329.74;386.46
30/12/2011 21;329.74;386.46
30/12/2011 22;329.76;386.46
30/12/2011 23;329.76;386.46
30/12/2011 24;329.78;386.46
31/12/2011 01;329.79;386.46
31/12/2011 02;329.79;386.46
31/12/2011 03;329.78;386.46
31/12/2011 04;329.75;386.46
31/12/2011 05;329.72;386.46
31/12/2011 06;329.69;386.46
31/12/2011 07;329.66;386.49
31/12/2011 08;329.66;386.49
31/12/2011 09;329.67;386.49
31/12/2011 10;329.67;386.46
31/12/2011 11;329.69;386.46
31/12/2011 12;329.70;386.46
31/12/2011 13;329.70;386.44
31/12/2011 14;329.70;386.44
31/12/2011 15;329.72;386.44
31/12/2011 16;329.72;386.41
31/12/2011 17;329.74;386.41
31/12/2011 18;329.74;386.39
31/12/2011 19;329.76;386.39
31/12/2011 20;329.76;386.39
31/12/2011 21;329.76;386.39
31/12/2011 22;329.78;386.39
31/12/2011 23;329.79;386.39
31/12/2011 24;329.79;386.39
01/01/2012 01;329.79;386.39
01/01/2012 02;329.81;386.39
01/01/2012 03;329.81;386.39
01/01/2012 04;329.74;386.39
01/01/2012 05;329.67;386.39
01/01/2012 06;329.60;386.39
01/01/2012 07;329.53;386.39
01/01/2012 08;329.45;386.39
01/01/2012 09;329.39;386.41
01/01/2012 10;329.35;386.41
01/01/2012 11;329.32;386.41
01/01/2012 12;329.31;386.41
01/01/2012 13;329.31;386.41
01/01/2012 14;329.32;386.41
01/01/2012 15;329.32;386.41
01/01/2012 16;329.32;386.41
01/01/2012 17;329.34;386.41
01/01/2012 18;329.34;386.41
01/01/2012 19;329.36;386.41
01/01/2012 20;329.36;386.41
01/01/2012 21;329.36;386.41
01/01/2012 22;329.38;386.44
01/01/2012 23;329.39;386.44
01/01/2012 24;329.39;386.44
02/01/2012 01;329.39;386.44
02/01/2012 02;329.41;386.44
02/01/2012 03;329.36;386.44
02/01/2012 04;329.25;386.44
02/01/2012 05;329.13;386.44
02/01/2012 06;329.02;386.46
02/01/2012 07;328.99;386.46
02/01/2012 08;328.99;386.46
02/01/2012 09;329.01;386.46
02/01/2012 10;329.01;386.46
02/01/2012 11;329.02;386.46
02/01/2012 12;329.03;386.46
02/01/2012 13;329.03;386.46
02/01/2012 14;329.03;386.46
02/01/2012 15;329.05;386.46
02/01/2012 16;329.05;386.46
02/01/2012 17;329.05;386.46
02/01/2012 18;329.07;386.46
02/01/2012 19;329.06;386.46
02/01/2012 20;329.04;386.46
02/01/2012 21;329.03;386.46
02/01/2012 22;329.02;386.47
02/01/2012 23;329.01;386.47
02/01/2012 24;328.99;386.47
03/01/2012 01;328.98;386.47
03/01/2012 02;328.97;386.48
03/01/2012 03;328.95;386.48
03/01/2012 04;328.94;386.48
03/01/2012 05;328.93;386.48
03/01/2012 06;328.91;386.48
03/01/2012 07;328.90;386.49
03/01/2012 08;328.80;386.49
03/01/2012 09;328.70;386.49
03/01/2012 10;328.60;386.49
03/01/2012 11;328.61;386.49
03/01/2012 12;328.61;386.49
03/01/2012 13;328.61;386.49
03/01/2012 14;328.63;386.49
03/01/2012 15;328.63;386.49
03/01/2012 16;328.64;386.49
03/01/2012 17;328.64;386.49
03/01/2012 18;328.65;386.51
03/01/2012 19;328.66;386.51
